date,year,month,aqi,pm25,pm10,no2,so2,co,o3,season,source
2021-01-16,2021,1,302.000,311.850,440.285,42.629,26.650,2756.537,53.966,Winter,daily_aqi
2021-01-17,2021,1,315.000,265.301,374.442,37.828,25.741,2581.711,52.398,Winter,daily_aqi
2021-01-18,2021,1,293.000,282.655,398.950,55.065,25.506,2659.470,50.885,Winter,daily_aqi
2021-01-19,2021,1,376.000,340.116,479.856,42.845,22.794,2791.051,61.381,Winter,daily_aqi
2021-01-20,2021,1,354.000,237.696,335.253,26.655,19.369,2081.086,73.986,Winter,daily_aqi
2021-01-21,2021,1,317.000,260.602,367.471,43.992,23.808,2562.476,56.854,Winter,daily_aqi
2021-01-22,2021,1,257.640,277.173,390.757,43.335,27.051,2709.440,56.633,Winter,monthly_avg
2021-01-23,2021,1,280.000,306.331,431.988,58.074,28.678,3125.352,59.222,Winter,daily_aqi
2021-01-24,2021,1,287.000,253.146,357.227,43.617,24.706,2972.406,64.403,Winter,daily_aqi
2021-01-25,2021,1,236.000,203.475,287.071,46.829,20.963,2031.303,68.320,Winter,daily_aqi
2021-01-26,2021,1,275.000,205.443,289.174,35.589,19.664,1741.951,67.244,Winter,daily_aqi
2021-01-27,2021,1,229.000,161.495,227.110,26.429,18.051,1795.682,83.002,Winter,daily_aqi
2021-01-28,2021,1,251.000,193.992,272.874,27.095,19.733,1769.429,71.780,Winter,daily_aqi
2021-01-29,2021,1,247.000,184.250,259.501,24.285,19.151,1702.000,71.295,Winter,daily_aqi
2021-01-30,2021,1,240.000,271.597,382.506,23.493,21.953,2227.946,95.210,Winter,daily_aqi
2021-01-31,2021,1,258.000,229.393,323.115,38.241,23.726,2159.755,64.070,Winter,daily_aqi
2021-02-01,2021,2,262.000,222.978,313.970,43.331,23.504,1876.578,59.595,Winter,daily_aqi
2021-02-02,2021,2,252.000,216.852,305.620,35.648,23.893,1892.043,57.087,Winter,daily_aqi
2021-02-03,2021,2,234.000,212.401,299.517,37.395,25.190,1877.091,51.090,Winter,daily_aqi
2021-02-04,2021,2,242.000,199.584,281.672,44.226,25.046,1902.701,52.059,Winter,daily_aqi
2021-02-05,2021,2,223.000,201.681,284.742,39.531,27.811,2039.947,53.297,Winter,daily_aqi
2021-02-06,2021,2,214.000,175.048,247.245,36.596,20.356,1683.577,81.045,Winter,daily_aqi
2021-02-07,2021,2,180.000,162.354,228.561,33.135,22.646,1382.074,60.835,Winter,daily_aqi
2021-02-08,2021,2,179.000,154.097,216.870,26.911,19.996,1217.082,67.702,Winter,daily_aqi
2021-02-09,2021,2,184.000,191.332,269.884,46.616,25.671,1707.754,59.276,Winter,daily_aqi
2021-02-10,2021,2,226.000,210.432,297.108,60.427,28.211,2119.135,65.087,Winter,daily_aqi
2021-02-11,2021,2,266.000,285.189,402.581,43.647,31.533,2730.651,63.732,Winter,daily_aqi
2021-02-12,2021,2,309.000,260.019,366.842,43.326,27.033,2402.070,66.324,Winter,daily_aqi
2021-02-13,2021,2,279.000,222.176,313.187,44.440,24.426,1830.934,62.931,Winter,daily_aqi
2021-02-14,2021,2,310.000,239.541,337.544,42.785,26.500,2049.846,57.650,Winter,daily_aqi
2021-02-15,2021,2,314.000,286.001,403.229,31.114,32.270,2901.636,67.347,Winter,daily_aqi
2021-02-16,2021,2,299.000,270.258,381.066,42.264,28.133,2848.784,76.347,Winter,daily_aqi
2021-02-17,2021,2,241.000,216.967,305.676,32.841,25.546,2172.712,79.579,Winter,daily_aqi
2021-02-18,2021,2,257.000,190.770,269.063,36.021,25.019,2186.925,63.180,Winter,daily_aqi
2021-02-19,2021,2,212.000,185.655,261.993,31.208,24.969,1920.625,60.244,Winter,daily_aqi
2021-02-20,2021,2,205.000,210.049,296.423,38.418,27.006,2279.225,37.883,Winter,daily_aqi
2021-02-21,2021,2,204.000,196.997,278.036,38.580,23.777,2016.300,67.253,Winter,daily_aqi
2021-02-22,2021,2,204.000,193.450,273.075,35.710,24.935,1896.922,63.899,Winter,daily_aqi
2021-02-23,2021,2,223.000,200.414,282.916,43.660,25.608,2114.136,68.901,Winter,daily_aqi
2021-02-24,2021,2,304.000,219.857,310.412,42.604,25.556,2460.576,84.866,Winter,daily_aqi
2021-02-25,2021,2,282.000,191.716,270.566,31.710,21.079,1713.702,98.299,Winter,daily_aqi
2021-02-26,2021,2,193.000,136.258,192.275,21.755,16.995,1065.875,85.969,Winter,daily_aqi
2021-02-27,2021,2,188.000,104.098,146.913,21.408,14.518,901.834,81.741,Winter,daily_aqi
2021-02-28,2021,2,163.000,107.500,152.052,15.560,11.543,737.379,92.132,Winter,daily_aqi
2021-03-01,2021,3,169.000,127.801,179.995,24.574,15.643,887.927,65.568,Pre-monsoon,daily_aqi
2021-03-02,2021,3,180.000,144.934,203.645,31.726,20.912,1211.162,61.451,Pre-monsoon,daily_aqi
2021-03-03,2021,3,188.000,137.151,192.773,31.291,19.316,1166.644,75.145,Pre-monsoon,daily_aqi
2021-03-04,2021,3,210.000,140.599,197.955,29.471,18.708,1192.963,82.301,Pre-monsoon,daily_aqi
2021-03-05,2021,3,190.000,107.556,150.918,18.213,10.498,691.923,87.787,Pre-monsoon,daily_aqi
2021-03-06,2021,3,161.000,96.554,134.756,17.852,11.486,556.264,64.721,Pre-monsoon,daily_aqi
2021-03-07,2021,3,171.000,133.727,186.886,26.773,15.149,968.506,55.061,Pre-monsoon,daily_aqi
2021-03-08,2021,3,201.000,146.897,204.900,26.832,15.265,1041.599,62.821,Pre-monsoon,daily_aqi
2021-03-09,2021,3,162.000,122.211,170.574,25.301,12.851,819.694,63.377,Pre-monsoon,daily_aqi
2021-03-10,2021,3,143.000,141.409,197.528,27.140,14.879,779.430,57.980,Pre-monsoon,daily_aqi
2021-03-11,2021,3,175.000,165.499,232.894,25.800,21.487,1389.602,55.530,Pre-monsoon,daily_aqi
2021-03-12,2021,3,233.000,207.275,291.934,43.138,20.409,1759.883,72.034,Pre-monsoon,daily_aqi
2021-03-13,2021,3,212.000,125.777,177.050,17.313,13.972,1135.100,117.878,Pre-monsoon,daily_aqi
2021-03-14,2021,3,173.000,138.658,195.036,28.779,19.104,1233.222,76.748,Pre-monsoon,daily_aqi
2021-03-15,2021,3,214.000,163.240,229.996,34.580,20.195,1680.209,76.535,Pre-monsoon,daily_aqi
2021-03-16,2021,3,347.000,170.800,240.628,36.034,21.916,1937.068,89.477,Pre-monsoon,daily_aqi
2021-03-17,2021,3,216.000,197.617,277.676,38.739,22.274,2041.524,74.768,Pre-monsoon,daily_aqi
2021-03-18,2021,3,290.000,222.111,310.498,35.449,23.144,2095.202,85.964,Pre-monsoon,daily_aqi
2021-03-19,2021,3,289.000,221.108,308.084,26.788,22.832,2179.874,80.163,Pre-monsoon,daily_aqi
2021-03-20,2021,3,270.000,194.937,270.796,45.026,20.754,1859.584,87.458,Pre-monsoon,daily_aqi
2021-03-21,2021,3,369.000,191.178,267.101,32.082,23.380,1786.303,71.779,Pre-monsoon,daily_aqi
2021-03-22,2021,3,247.000,174.662,244.375,33.769,19.593,1662.894,94.148,Pre-monsoon,daily_aqi
2021-03-23,2021,3,198.000,168.349,236.183,38.635,21.763,1746.174,81.240,Pre-monsoon,daily_aqi
2021-03-24,2021,3,250.000,149.068,209.198,31.459,18.113,1350.165,105.272,Pre-monsoon,daily_aqi
2021-03-25,2021,3,195.000,122.219,170.914,33.064,19.153,1008.915,65.148,Pre-monsoon,daily_aqi
2021-03-26,2021,3,214.000,163.435,227.882,33.837,21.518,1367.852,58.114,Pre-monsoon,daily_aqi
2021-03-27,2021,3,212.000,207.738,289.765,37.348,21.230,1957.004,89.965,Pre-monsoon,daily_aqi
2021-03-28,2021,3,204.000,200.272,278.524,35.395,19.167,1725.857,96.408,Pre-monsoon,daily_aqi
2021-03-29,2021,3,218.000,157.665,217.992,24.679,15.056,1280.543,92.474,Pre-monsoon,daily_aqi
2021-03-30,2021,3,160.000,124.693,172.525,16.566,8.200,1032.536,97.646,Pre-monsoon,daily_aqi
2021-03-31,2021,3,160.000,102.563,144.740,13.526,8.285,543.629,78.337,Pre-monsoon,daily_aqi
2021-04-01,2021,4,160.000,73.532,104.175,9.603,7.192,427.157,93.585,Pre-monsoon,daily_aqi
2021-04-02,2021,4,172.000,111.272,157.061,17.211,10.686,544.113,73.852,Pre-monsoon,daily_aqi
2021-04-03,2021,4,181.000,148.475,209.039,20.633,16.656,1014.412,68.104,Pre-monsoon,daily_aqi
2021-04-04,2021,4,199.000,135.544,189.554,26.793,16.203,1056.000,109.110,Pre-monsoon,daily_aqi
2021-04-05,2021,4,178.000,164.978,231.023,27.544,19.809,1464.065,87.606,Pre-monsoon,daily_aqi
2021-04-06,2021,4,202.000,225.523,315.352,34.558,18.668,1906.212,88.500,Pre-monsoon,daily_aqi
2021-04-07,2021,4,206.000,93.968,130.607,19.975,11.192,798.150,87.069,Pre-monsoon,daily_aqi
2021-04-08,2021,4,200.970,74.400,103.769,15.458,9.203,684.234,81.438,Pre-monsoon,monthly_avg
2021-04-09,2021,4,200.970,107.823,150.415,21.755,16.271,938.744,60.678,Pre-monsoon,monthly_avg
2021-04-10,2021,4,200.970,120.609,168.251,29.091,17.895,983.930,85.095,Pre-monsoon,monthly_avg
2021-04-11,2021,4,174.000,119.866,167.458,24.426,15.937,891.945,91.435,Pre-monsoon,daily_aqi
2021-04-12,2021,4,173.000,110.804,155.399,27.138,17.063,911.822,99.316,Pre-monsoon,daily_aqi
2021-04-13,2021,4,152.000,115.099,161.207,30.012,17.698,1005.134,88.422,Pre-monsoon,daily_aqi
2021-04-14,2021,4,132.000,97.739,136.331,27.020,14.613,755.521,79.937,Pre-monsoon,daily_aqi
2021-04-15,2021,4,114.000,94.598,131.205,20.600,12.928,573.657,77.296,Pre-monsoon,daily_aqi
2021-04-16,2021,4,121.000,106.166,147.698,24.088,14.007,700.399,67.124,Pre-monsoon,daily_aqi
2021-04-17,2021,4,108.000,97.869,136.971,26.069,15.897,845.903,67.809,Pre-monsoon,daily_aqi
2021-04-18,2021,4,121.000,91.177,128.040,20.638,12.566,596.948,73.617,Pre-monsoon,daily_aqi
2021-04-19,2021,4,101.000,72.400,101.704,17.328,11.337,495.269,72.485,Pre-monsoon,daily_aqi
2021-04-20,2021,4,96.000,55.153,77.706,13.269,8.210,422.118,87.291,Pre-monsoon,daily_aqi
2021-04-21,2021,4,126.000,78.154,109.431,21.112,11.959,621.200,72.331,Pre-monsoon,daily_aqi
2021-04-22,2021,4,130.000,102.687,143.477,23.440,14.893,782.841,85.998,Pre-monsoon,daily_aqi
2021-04-23,2021,4,154.000,94.213,132.091,22.930,14.696,910.316,81.711,Pre-monsoon,daily_aqi
2021-04-24,2021,4,234.000,110.888,155.365,33.752,15.744,1035.537,83.253,Pre-monsoon,daily_aqi
2021-04-25,2021,4,194.000,124.634,174.680,38.822,16.359,1131.901,83.409,Pre-monsoon,daily_aqi
2021-04-26,2021,4,140.000,88.309,123.146,16.597,11.468,707.873,110.720,Pre-monsoon,daily_aqi
2021-04-27,2021,4,124.000,83.149,115.602,18.719,12.173,634.226,96.362,Pre-monsoon,daily_aqi
2021-04-28,2021,4,131.000,98.634,137.388,24.645,12.642,728.245,85.386,Pre-monsoon,daily_aqi
2021-04-29,2021,4,178.000,109.536,152.840,25.919,12.659,878.834,103.268,Pre-monsoon,daily_aqi
2021-04-30,2021,4,190.000,83.523,116.099,20.957,11.263,699.803,95.611,Pre-monsoon,daily_aqi
2021-05-01,2021,5,157.000,116.812,161.602,27.510,13.532,789.668,76.564,Pre-monsoon,daily_aqi
2021-05-02,2021,5,182.000,103.787,143.405,23.760,10.714,683.708,78.846,Pre-monsoon,daily_aqi
2021-05-03,2021,5,142.000,55.824,77.999,22.999,11.183,628.338,84.569,Pre-monsoon,daily_aqi
2021-05-04,2021,5,124.000,61.649,86.528,24.935,10.457,698.545,72.519,Pre-monsoon,daily_aqi
2021-05-05,2021,5,194.000,101.006,141.318,26.679,11.400,841.039,85.178,Pre-monsoon,daily_aqi
2021-05-06,2021,5,142.000,83.767,116.925,28.061,10.387,725.442,73.211,Pre-monsoon,daily_aqi
2021-05-07,2021,5,168.000,80.181,112.545,28.050,11.201,736.895,74.249,Pre-monsoon,daily_aqi
2021-05-08,2021,5,112.000,90.069,126.654,22.238,11.637,786.199,48.342,Pre-monsoon,daily_aqi
2021-05-09,2021,5,142.000,97.702,136.932,19.559,10.882,690.748,64.410,Pre-monsoon,daily_aqi
2021-05-10,2021,5,137.000,76.627,107.849,23.823,10.896,625.018,65.256,Pre-monsoon,daily_aqi
2021-05-11,2021,5,119.000,55.476,77.882,19.181,8.284,423.739,42.577,Pre-monsoon,daily_aqi
2021-05-12,2021,5,133.000,58.862,82.294,22.082,8.078,549.558,58.982,Pre-monsoon,daily_aqi
2021-05-13,2021,5,102.000,75.028,105.110,20.536,9.424,636.961,75.745,Pre-monsoon,daily_aqi
2021-05-14,2021,5,113.000,52.375,73.544,14.285,7.568,432.255,79.680,Pre-monsoon,daily_aqi
2021-05-15,2021,5,97.000,78.591,110.113,18.851,8.546,423.642,66.179,Pre-monsoon,daily_aqi
2021-05-16,2021,5,90.000,77.495,109.056,22.999,8.987,484.612,55.818,Pre-monsoon,daily_aqi
2021-05-17,2021,5,90.000,67.130,94.962,21.768,9.422,443.671,56.565,Pre-monsoon,daily_aqi
2021-05-18,2021,5,73.000,39.792,56.347,13.883,7.576,305.178,60.321,Pre-monsoon,daily_aqi
2021-05-19,2021,5,90.000,40.677,57.778,16.362,7.131,292.306,59.122,Pre-monsoon,daily_aqi
2021-05-20,2021,5,62.000,43.893,61.977,17.404,7.809,320.781,45.183,Pre-monsoon,daily_aqi
2021-05-21,2021,5,81.000,46.651,65.436,15.195,7.239,294.404,50.029,Pre-monsoon,daily_aqi
2021-05-22,2021,5,77.000,52.162,73.576,21.414,9.389,452.425,48.449,Pre-monsoon,daily_aqi
2021-05-23,2021,5,120.000,74.179,104.345,23.423,9.037,629.052,79.164,Pre-monsoon,daily_aqi
2021-05-24,2021,5,114.000,56.316,79.132,23.446,7.983,540.872,90.502,Pre-monsoon,daily_aqi
2021-05-25,2021,5,38.000,47.775,67.200,10.453,5.003,314.074,67.839,Pre-monsoon,daily_aqi
2021-05-26,2021,5,91.000,46.839,64.727,7.628,4.294,290.155,86.481,Pre-monsoon,daily_aqi
2021-05-27,2021,5,96.000,49.076,69.007,9.903,4.791,262.041,61.135,Pre-monsoon,daily_aqi
2021-05-28,2021,5,113.000,56.322,78.064,15.616,6.393,319.746,54.803,Pre-monsoon,daily_aqi
2021-05-29,2021,5,137.000,72.056,98.427,18.737,7.279,384.590,55.414,Pre-monsoon,daily_aqi
2021-05-30,2021,5,115.000,59.971,80.564,13.811,5.963,316.811,67.166,Pre-monsoon,daily_aqi
2021-05-31,2021,5,104.000,60.861,81.129,10.678,4.633,262.833,62.777,Pre-monsoon,daily_aqi
2021-06-01,2021,6,133.000,46.435,63.910,12.910,5.009,328.947,74.784,Monsoon,daily_aqi
2021-06-02,2021,6,123.000,64.648,89.901,16.921,6.878,380.916,72.025,Monsoon,daily_aqi
2021-06-03,2021,6,108.000,50.379,69.469,12.346,5.752,300.238,68.992,Monsoon,daily_aqi
2021-06-04,2021,6,108.000,59.025,80.699,10.999,5.245,287.297,71.307,Monsoon,daily_aqi
2021-06-05,2021,6,110.000,45.088,61.124,11.180,5.171,275.632,71.177,Monsoon,daily_aqi
2021-06-06,2021,6,149.000,50.974,69.827,11.177,5.385,322.106,80.680,Monsoon,daily_aqi
2021-06-07,2021,6,140.000,51.283,70.906,11.700,5.516,275.224,63.104,Monsoon,daily_aqi
2021-06-08,2021,6,114.000,40.871,57.404,13.435,5.717,291.323,58.476,Monsoon,daily_aqi
2021-06-09,2021,6,132.000,48.571,67.900,15.689,5.735,308.972,59.868,Monsoon,daily_aqi
2021-06-10,2021,6,129.000,45.162,62.955,15.928,5.841,353.484,64.907,Monsoon,daily_aqi
2021-06-11,2021,6,70.000,29.165,40.917,15.068,5.334,297.405,54.801,Monsoon,daily_aqi
2021-06-12,2021,6,81.000,30.934,44.054,11.642,4.933,254.526,56.783,Monsoon,daily_aqi
2021-06-13,2021,6,73.000,30.158,43.206,9.438,4.159,244.456,65.554,Monsoon,daily_aqi
2021-06-14,2021,6,74.000,23.832,35.080,7.714,3.794,186.002,61.102,Monsoon,daily_aqi
2021-06-15,2021,6,77.000,27.834,39.596,9.080,3.942,232.355,67.146,Monsoon,daily_aqi
2021-06-16,2021,6,77.000,34.060,47.396,7.944,3.708,222.302,70.962,Monsoon,daily_aqi
2021-06-17,2021,6,98.000,26.662,37.215,10.741,4.388,220.738,67.784,Monsoon,daily_aqi
2021-06-18,2021,6,90.000,25.322,36.049,10.475,3.871,196.014,50.833,Monsoon,daily_aqi
2021-06-19,2021,6,113.000,34.716,48.400,13.051,4.866,237.182,49.667,Monsoon,daily_aqi
2021-06-20,2021,6,114.000,41.660,57.342,13.260,5.189,246.117,51.769,Monsoon,daily_aqi
2021-06-21,2021,6,120.000,59.654,81.441,14.706,5.493,313.437,71.308,Monsoon,daily_aqi
2021-06-22,2021,6,125.000,43.730,59.991,12.898,5.127,238.180,60.605,Monsoon,daily_aqi
2021-06-23,2021,6,116.000,48.376,64.488,10.853,4.651,216.545,57.667,Monsoon,daily_aqi
2021-06-24,2021,6,133.000,54.617,72.742,9.267,4.273,199.851,62.223,Monsoon,daily_aqi
2021-06-25,2021,6,113.000,47.912,63.590,9.962,4.451,209.441,60.058,Monsoon,daily_aqi
2021-06-26,2021,6,147.000,42.237,55.431,9.935,4.435,207.322,58.038,Monsoon,daily_aqi
2021-06-27,2021,6,107.000,46.703,60.781,9.941,4.455,191.063,51.230,Monsoon,daily_aqi
2021-06-28,2021,6,73.000,34.362,45.358,8.164,4.083,186.421,55.047,Monsoon,daily_aqi
2021-06-29,2021,6,74.000,31.071,41.634,10.187,4.339,193.332,46.490,Monsoon,daily_aqi
2021-06-30,2021,6,88.000,51.571,68.324,10.164,4.602,235.146,64.799,Monsoon,daily_aqi
2021-07-01,2021,7,121.000,42.003,56.827,8.894,3.774,210.033,64.763,Monsoon,daily_aqi
2021-07-02,2021,7,105.000,45.343,61.289,12.029,4.940,239.936,56.364,Monsoon,daily_aqi
2021-07-03,2021,7,97.000,49.159,66.343,10.765,4.261,214.777,56.107,Monsoon,daily_aqi
2021-07-04,2021,7,102.000,38.866,52.038,10.416,4.563,205.844,57.128,Monsoon,daily_aqi
2021-07-05,2021,7,106.000,37.641,50.653,12.859,5.002,215.475,48.807,Monsoon,daily_aqi
2021-07-06,2021,7,104.000,45.829,61.284,9.989,4.251,194.831,53.467,Monsoon,daily_aqi
2021-07-07,2021,7,98.000,35.066,47.100,10.030,4.151,201.347,53.635,Monsoon,daily_aqi
2021-07-08,2021,7,90.000,37.080,50.477,12.200,4.831,202.238,43.402,Monsoon,daily_aqi
2021-07-09,2021,7,105.000,33.492,46.182,16.736,5.796,273.296,42.153,Monsoon,daily_aqi
2021-07-10,2021,7,110.000,44.380,61.153,18.517,6.647,327.568,30.350,Monsoon,daily_aqi
2021-07-11,2021,7,79.000,39.769,55.502,16.237,7.212,382.549,36.260,Monsoon,daily_aqi
2021-07-12,2021,7,99.000,39.168,54.624,14.057,5.556,317.030,44.171,Monsoon,daily_aqi
2021-07-13,2021,7,85.000,26.536,37.736,10.693,4.293,164.992,39.920,Monsoon,daily_aqi
2021-07-14,2021,7,73.000,25.558,36.215,12.843,5.086,169.437,37.937,Monsoon,daily_aqi
2021-07-15,2021,7,72.000,30.203,42.031,15.805,5.621,193.005,34.495,Monsoon,daily_aqi
2021-07-16,2021,7,81.000,26.940,37.327,12.485,5.335,201.402,44.432,Monsoon,daily_aqi
2021-07-17,2021,7,96.000,30.467,41.697,14.966,5.407,189.801,30.967,Monsoon,daily_aqi
2021-07-18,2021,7,79.000,29.418,40.666,13.879,5.715,202.720,39.812,Monsoon,daily_aqi
2021-07-19,2021,7,111.000,25.917,36.396,14.190,5.098,207.454,40.503,Monsoon,daily_aqi
2021-07-20,2021,7,98.000,28.088,39.504,17.116,5.607,230.847,30.367,Monsoon,daily_aqi
2021-07-21,2021,7,59.000,29.056,41.060,18.167,6.128,251.182,37.477,Monsoon,daily_aqi
2021-07-22,2021,7,43.000,22.220,31.507,11.810,4.798,209.619,45.387,Monsoon,daily_aqi
2021-07-23,2021,7,25.000,21.929,32.976,7.232,3.084,163.257,44.991,Monsoon,daily_aqi
2021-07-24,2021,7,27.000,26.794,38.922,9.602,4.115,177.787,52.835,Monsoon,daily_aqi
2021-07-25,2021,7,66.000,31.850,45.250,10.815,4.584,199.705,53.210,Monsoon,daily_aqi
2021-07-26,2021,7,57.000,36.284,50.342,17.089,5.841,271.596,53.424,Monsoon,daily_aqi
2021-07-27,2021,7,44.000,24.742,34.329,10.355,4.143,245.636,63.151,Monsoon,daily_aqi
2021-07-28,2021,7,26.000,24.112,34.021,5.315,2.726,178.125,65.371,Monsoon,daily_aqi
2021-07-29,2021,7,19.000,21.755,31.435,6.276,3.009,176.003,53.764,Monsoon,daily_aqi
2021-07-30,2021,7,31.000,26.916,38.023,8.133,3.580,195.161,54.007,Monsoon,daily_aqi
2021-07-31,2021,7,59.000,58.224,79.920,9.303,4.251,196.838,55.067,Monsoon,daily_aqi
2021-08-01,2021,8,70.000,42.440,57.272,11.339,4.392,215.757,50.859,Monsoon,daily_aqi
2021-08-02,2021,8,83.000,46.670,62.812,15.033,5.370,251.274,47.867,Monsoon,daily_aqi
2021-08-03,2021,8,99.000,39.912,54.449,18.869,6.131,306.783,45.839,Monsoon,daily_aqi
2021-08-04,2021,8,81.000,35.943,49.277,17.263,6.161,287.533,48.264,Monsoon,daily_aqi
2021-08-05,2021,8,114.000,46.062,63.425,16.343,6.542,341.197,52.579,Monsoon,daily_aqi
2021-08-06,2021,8,96.000,50.241,68.769,12.526,5.252,314.819,63.794,Monsoon,daily_aqi
2021-08-07,2021,8,89.000,44.277,59.786,12.391,4.923,226.111,55.088,Monsoon,daily_aqi
2021-08-08,2021,8,92.000,46.983,63.711,12.652,5.021,220.174,50.996,Monsoon,daily_aqi
2021-08-09,2021,8,89.000,49.482,66.878,10.816,4.624,225.861,58.300,Monsoon,daily_aqi
2021-08-10,2021,8,94.000,57.859,78.367,11.609,4.833,232.994,54.991,Monsoon,daily_aqi
2021-08-11,2021,8,127.000,45.886,62.919,11.124,4.633,223.034,53.436,Monsoon,daily_aqi
2021-08-12,2021,8,117.000,49.051,66.746,10.770,4.441,224.531,55.660,Monsoon,daily_aqi
2021-08-13,2021,8,110.000,45.921,62.674,10.297,4.216,226.974,56.422,Monsoon,daily_aqi
2021-08-14,2021,8,96.000,49.751,68.076,12.137,4.806,229.288,47.682,Monsoon,daily_aqi
2021-08-15,2021,8,97.000,42.935,58.575,17.510,6.387,285.155,35.440,Monsoon,daily_aqi
2021-08-16,2021,8,121.000,32.804,45.428,14.248,5.076,258.744,33.889,Monsoon,daily_aqi
2021-08-17,2021,8,107.000,29.569,41.456,10.120,3.988,202.146,46.406,Monsoon,daily_aqi
2021-08-18,2021,8,97.000,27.729,38.778,7.773,3.660,179.542,51.157,Monsoon,daily_aqi
2021-08-19,2021,8,93.000,30.245,41.829,10.465,4.375,193.780,40.055,Monsoon,daily_aqi
2021-08-20,2021,8,86.000,45.267,61.810,15.451,5.803,251.124,33.740,Monsoon,daily_aqi
2021-08-21,2021,8,94.000,38.025,52.654,15.805,5.880,257.132,35.960,Monsoon,daily_aqi
2021-08-22,2021,8,77.000,31.093,43.178,10.247,5.061,207.702,44.598,Monsoon,daily_aqi
2021-08-23,2021,8,85.000,31.666,44.214,12.179,5.761,230.975,52.240,Monsoon,daily_aqi
2021-08-24,2021,8,107.000,56.741,78.248,12.896,6.001,287.432,60.412,Monsoon,daily_aqi
2021-08-25,2021,8,139.000,63.449,87.475,13.302,6.085,331.117,63.570,Monsoon,daily_aqi
2021-08-26,2021,8,128.000,39.418,54.777,14.588,5.341,293.666,48.764,Monsoon,daily_aqi
2021-08-27,2021,8,106.000,39.911,55.846,18.214,6.713,335.082,36.524,Monsoon,daily_aqi
2021-08-28,2021,8,104.000,41.951,58.564,16.308,6.321,292.501,36.063,Monsoon,daily_aqi
2021-08-29,2021,8,88.000,42.681,59.944,18.569,7.019,331.483,33.761,Monsoon,daily_aqi
2021-08-30,2021,8,106.000,48.258,67.941,18.626,7.732,347.135,33.872,Monsoon,daily_aqi
2021-08-31,2021,8,104.000,58.052,81.630,18.062,7.734,358.589,38.462,Monsoon,daily_aqi
2021-09-01,2021,9,93.000,49.449,69.708,20.284,8.056,361.912,37.636,Monsoon,daily_aqi
2021-09-02,2021,9,115.000,50.262,70.955,20.558,8.220,374.511,49.868,Monsoon,daily_aqi
2021-09-03,2021,9,109.000,60.684,85.620,14.991,8.713,484.319,44.198,Monsoon,daily_aqi
2021-09-04,2021,9,145.000,62.615,88.278,21.172,8.927,468.423,49.907,Monsoon,daily_aqi
2021-09-05,2021,9,139.000,66.467,93.706,17.454,7.496,407.296,57.750,Monsoon,daily_aqi
2021-09-06,2021,9,85.000,27.040,38.220,13.010,5.524,270.155,44.572,Monsoon,daily_aqi
2021-09-07,2021,9,76.000,43.374,61.474,16.245,7.078,313.951,41.172,Monsoon,daily_aqi
2021-09-08,2021,9,86.000,45.157,64.034,18.573,7.526,353.621,50.116,Monsoon,daily_aqi
2021-09-09,2021,9,137.000,81.144,114.600,21.834,10.687,693.451,43.343,Monsoon,daily_aqi
2021-09-10,2021,9,122.000,55.853,78.900,18.252,8.309,641.877,58.610,Monsoon,daily_aqi
2021-09-11,2021,9,70.000,53.499,75.530,19.176,9.049,545.518,41.375,Monsoon,daily_aqi
2021-09-12,2021,9,80.000,39.383,55.976,13.305,6.099,322.720,46.387,Monsoon,daily_aqi
2021-09-13,2021,9,59.000,27.782,39.861,8.524,4.822,235.147,51.946,Monsoon,daily_aqi
2021-09-14,2021,9,85.000,35.088,50.066,13.229,6.514,288.244,44.308,Monsoon,daily_aqi
2021-09-15,2021,9,88.000,43.253,61.638,17.821,8.049,351.082,44.394,Monsoon,daily_aqi
2021-09-16,2021,9,89.000,66.721,94.324,21.884,10.099,500.995,36.522,Monsoon,daily_aqi
2021-09-17,2021,9,105.000,53.720,75.902,18.880,7.934,422.929,41.204,Monsoon,daily_aqi
2021-09-18,2021,9,96.000,51.621,72.627,19.501,8.118,403.694,37.690,Monsoon,daily_aqi
2021-09-19,2021,9,59.000,54.414,74.779,15.344,6.599,337.042,43.612,Monsoon,daily_aqi
2021-09-20,2021,9,108.000,56.962,76.191,12.713,6.483,312.272,49.454,Monsoon,daily_aqi
2021-09-21,2021,9,140.000,64.180,87.554,21.158,8.982,439.695,31.391,Monsoon,daily_aqi
2021-09-22,2021,9,201.810,70.673,98.436,20.227,11.348,593.389,36.911,Monsoon,monthly_avg
2021-09-23,2021,9,201.810,74.723,105.169,21.520,11.450,700.196,42.970,Monsoon,monthly_avg
2021-09-24,2021,9,201.810,77.760,109.327,19.558,11.879,680.076,46.552,Monsoon,monthly_avg
2021-09-25,2021,9,201.810,74.835,105.456,19.847,12.171,706.226,58.183,Monsoon,monthly_avg
2021-09-26,2021,9,201.810,78.032,110.101,21.467,11.637,749.583,58.765,Monsoon,monthly_avg
2021-09-27,2021,9,201.810,72.995,103.090,20.889,11.877,743.537,52.028,Monsoon,monthly_avg
2021-09-28,2021,9,201.810,49.659,70.134,14.557,7.513,429.808,43.040,Monsoon,monthly_avg
2021-09-29,2021,9,73.000,55.822,78.662,20.757,9.518,446.775,33.491,Monsoon,daily_aqi
2021-09-30,2021,9,162.000,108.268,152.413,18.566,14.354,891.861,38.667,Monsoon,daily_aqi
