month_start,year,month,month_name,season,pm25_mean,pm25_median,pm25_min,pm25_max,pm10_mean,pm10_median,pm10_min,pm10_max,no2_mean,no2_median,no2_min,no2_max,so2_mean,so2_median,so2_min,so2_max,co_mean,co_median,co_min,co_max,o3_mean,o3_median,o3_min,o3_max,aqi_mean,aqi_median,aqi_min,aqi_max,pm25_station_count,pm25_mean_data_capture_pct,pm25_unit_as_reported,pm25_unit_status,pm10_station_count,pm10_mean_data_capture_pct,pm10_unit_as_reported,pm10_unit_status,no2_station_count,no2_mean_data_capture_pct,no2_unit_as_reported,no2_unit_status,so2_station_count,so2_mean_data_capture_pct,so2_unit_as_reported,so2_unit_status,co_station_count,co_mean_data_capture_pct,co_unit_as_reported,co_unit_status,o3_station_count,o3_mean_data_capture_pct,o3_unit_as_reported,o3_unit_status,aqi_days_reported,aqi_calendar_days,aqi_coverage_pct,aqi_source_basis,pollutant_aggregation_basis,geography
2025-02-01,2025,2,February,Winter,138.33333333333334,,71.8,255.9,257.1666666666667,,136.8,428.1,39.699999999999996,,5.2,117.1,9.266666666666666,,0.8,43.6,1.2666666666666666,,0.2,3.6,8.566666666666668,,0.1,54.5,222.35714285714286,216.0,176.0,330.0,3.0,89.23333333333333,ug/m3,resolved,3.0,87.06666666666666,ug/m3,resolved,3.0,90.3,ppb,resolved,3.0,82.76666666666667,ppb,resolved,3.0,88.93333333333334,ppm,resolved,3.0,89.23333333333333,ppb,resolved,28.0,28.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2025-03-01,2025,3,March,Pre-monsoon,95.03333333333335,,41.5,177.6,211.1,,81.6,386.0,23.266666666666666,,2.2,71.4,14.233333333333334,,0.5,64.2,1.2000000000000002,,0.4,4.1,10.166666666666666,,0.1,54.1,183.2258064516129,174.0,153.0,275.0,3.0,97.83333333333333,ug/m3,resolved,3.0,63.4,ug/m3,resolved,3.0,97.83333333333333,ppb,resolved,3.0,88.16666666666667,ppb,resolved,3.0,84.26666666666667,ppm,resolved,3.0,94.0,ppb,resolved,31.0,31.0,100.0,standalone_daily_archive_report_date,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2025-04-01,2025,4,April,Pre-monsoon,59.46666666666667,,31.0,130.1,113.23333333333335,,17.1,229.3,14.466666666666667,,2.3,41.6,7.333333333333333,,0.8,25.3,0.95,,0.0,5.4,10.2,,0.1,50.5,151.06666666666666,155.5,105.0,210.0,3.0,90.3,ug/m3,resolved,3.0,88.16666666666667,ug/m3,resolved,3.0,93.53333333333335,ppb,resolved,3.0,80.60000000000001,ppb,resolved,2.0,91.6,ppm,resolved,3.0,90.26666666666667,ppb,resolved,30.0,30.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2025-05-01,2025,5,May,Pre-monsoon,,,,,,,,,,,,,,,,,,,,,,,,,139.41379310344828,149.0,61.0,192.0,,,,,,,,,,,,,,,,,,,,,,,,,29.0,31.0,93.54838709677419,standalone_daily_archive_report_date,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2025-06-01,2025,6,June,Monsoon,33.1,,4.9,71.9,60.633333333333326,,31.4,137.0,16.166666666666668,,0.8,51.5,4.8,,2.1,6.8,0.95,,0.0,4.0,10.600000000000001,,0.7,36.9,103.93333333333334,100.0,74.0,156.0,3.0,75.26666666666667,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,57.0,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,72.03333333333333,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,34.400000000000006,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,36.1,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,74.85,not_resolved,partly_or_fully_unresolved_in_summary_table,30.0,30.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2025-07-01,2025,7,July,Monsoon,42.5,,11.9,101.4,67.26666666666667,,30.5,163.1,14.899999999999999,,1.3,38.0,4.25,,0.1,8.6,1.45,,0.1,5.2,10.1,,1.7,55.6,122.70967741935483,120.0,80.0,165.0,3.0,100.0,ug/m3,resolved,3.0,100.0,ug/m3,resolved,3.0,100.0,ppb,resolved,2.0,75.8,ppb,resolved,2.0,98.25,ppm,resolved,2.0,99.55,ppb,resolved,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2025-08-01,2025,8,August,Monsoon,48.63333333333333,,22.9,324.5,60.26666666666667,,31.7,151.0,11.336666666666666,,0.6,36.24,5.449999999999999,,0.5,20.0,0.4,,0.1,2.1,14.45,,3.0,79.8,113.3225806451613,105.0,75.0,154.0,3.0,80.63333333333334,ug/m3,resolved,3.0,73.10000000000001,ug/m3,resolved,3.0,100.0,ppb,resolved,2.0,90.35,ppb,resolved,2.0,93.3,ppm,resolved,2.0,98.2,ppb,resolved,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2025-09-01,2025,9,September,Monsoon,47.699999999999996,,20.5,108.0,59.63333333333333,,27.8,107.1,8.806666666666667,,0.8,28.0,3.4000000000000004,,0.5,9.3,0.6000000000000001,,0.1,3.6,13.2,,0.7,49.9,124.26666666666667,127.5,78.0,178.0,3.0,87.10000000000001,ug/m3,resolved,3.0,63.46666666666666,ug/m3,resolved,3.0,94.64,ppb,resolved,2.0,91.9,ppb,resolved,2.0,91.05000000000001,ppm,resolved,2.0,90.6,ppb,resolved,30.0,30.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2025-10-01,2025,10,October,Post-monsoon,59.79999999999999,,21.7,82.5,99.43333333333332,,33.6,219.4,6.989999999999999,,1.5,33.0,4.800000000000001,,1.1,12.1,1.1333333333333333,,0.01,5.8,11.633333333333335,,0.2,57.9,146.90322580645162,156.0,76.0,174.0,3.0,68.83333333333333,ug/m3,resolved,3.0,66.7,ug/m3,resolved,3.0,96.79,ppb,resolved,2.0,91.94999999999999,ppb,resolved,3.0,66.13333333333333,ppm,resolved,3.0,64.36666666666666,ppb,resolved,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2025-11-01,2025,11,November,Post-monsoon,95.33333333333333,,20.8,182.0,123.60000000000001,,17.0,271.6,16.22,,1.3,51.1,5.949999999999999,,0.7,17.7,0.85,,0.0,3.3,10.75,,0.1,53.6,167.0,173.0,91.0,210.0,3.0,87.10000000000001,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,71.0,not_resolved,partly_or_fully_unresolved_in_summary_table,3.0,76.36,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,96.8,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,95.6,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,80.85,not_resolved,partly_or_fully_unresolved_in_summary_table,30.0,30.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2025-12-01,2025,12,December,Winter,131.23333333333335,,20.1,364.3,167.33333333333334,,19.8,313.4,18.096666666666668,,1.4,55.0,11.15,,1.1,41.8,0.75,,0.1,9.9,19.6,,0.2,169.5,201.06451612903226,182.0,157.0,298.0,3.0,74.16666666666667,ug/m3,resolved,3.0,63.43333333333334,ug/m3,resolved,3.0,94.62333333333333,ppb,resolved,2.0,82.25,ppb,resolved,2.0,85.44999999999999,ppm,resolved,2.0,87.35,ppb,resolved,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2026-01-01,2026,1,January,Winter,131.23333333333335,,20.1,364.3,167.33333333333334,,19.8,313.4,18.096666666666668,,1.4,55.0,11.15,,1.1,41.8,0.75,,0.1,9.9,19.6,,0.2,169.5,239.58064516129033,232.0,166.0,339.0,3.0,74.16666666666667,ug/m3,resolved,3.0,63.43333333333334,ug/m3,resolved,3.0,94.62333333333333,ppb,resolved,2.0,82.25,ppb,resolved,2.0,85.44999999999999,ppm,resolved,2.0,87.35,ppb,resolved,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2026-02-01,2026,2,February,Winter,165.53333333333333,,18.3,283.7,244.35,,176.9,346.4,21.065,,3.85,60.2,9.15,,0.4,33.5,0.75,,0.1,2.5,13.450000000000001,,0.2,42.5,192.53571428571428,195.5,145.0,232.0,3.0,65.60000000000001,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,83.85,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,88.69999999999999,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,82.25,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,93.2,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,97.0,not_resolved,partly_or_fully_unresolved_in_summary_table,28.0,28.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2026-03-01,2026,3,March,Pre-monsoon,90.55,,35.4,260.4,141.0,,65.4,356.2,15.665,,4.22,48.6,8.35,,2.1,18.9,0.8,,0.0,2.3,8.4,,0.1,49.3,171.5483870967742,160.0,115.0,306.0,2.0,96.75,not_resolved,partly_or_fully_unresolved_in_summary_table,1.0,61.3,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,100.0,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,90.35,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,62.849999999999994,not_resolved,partly_or_fully_unresolved_in_summary_table,2.0,98.2,not_resolved,partly_or_fully_unresolved_in_summary_table,31.0,31.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2026-04-01,2026,4,April,Pre-monsoon,45.5,,4.5,123.5,84.33333333333333,,36.1,196.8,14.3,,2.83,79.12,10.75,,2.1,27.3,2.85,,0.0,14.3,48.2,,0.7,145.4,148.2,154.0,61.0,183.0,3.0,60.199999999999996,ug/m3,resolved,3.0,82.8,ug/m3,resolved,2.0,96.785,ppb,resolved,2.0,96.8,ppb,resolved,2.0,67.6,ppm,resolved,2.0,70.85,ppb,resolved,30.0,30.0,100.0,monthly_report_table_6,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2026-05-01,2026,5,May,Pre-monsoon,,,,,,,,,,,,,,,,,,,,,,,,,137.67741935483872,145.0,87.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,31.0,31.0,100.0,standalone_daily_archive_report_date,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2026-06-01,2026,6,June,Monsoon,,,,,,,,,,,,,,,,,,,,,,,,,119.1,119.0,84.0,156.0,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,100.0,standalone_daily_archive_report_date,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
2026-07-01,2026,7,July,Monsoon,,,,,,,,,,,,,,,,,,,,,,,,,105.42857142857143,105.5,81.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,31.0,45.16129032258065,standalone_daily_archive_report_date,mean=unweighted mean of station monthly averages; min/max=extreme station monthly values; pollutant medians unavailable in source reports,Dhaka reporting stations/city AQI
